Date,Title,Keywords,Abstract
2017,水基油墨废水化学絮凝污泥的热解特性及动力学--《纸和造纸》,水性油墨 污泥 热解 热重分析 动力学,"对浮选脱墨污泥及两种絮凝污泥的基本物化性质及热解特性进行了研究,进一步采用Coats-Redfern法描述了热解过程,计算了3种污泥的热解动力学参数。动力学研究结果表明3种污泥有机物热解主要区域的反应级数为2,3者的活化能分别为38.78 kJ·mol~(-1)、44.59 kJ·mol~(-1)及48.11 kJ·mol~(-1),频率因子分别为2.58 E+07 min~(-1)、3.19E+06 min~(-1)、1.50 E+06 min~(-1);说明絮凝污泥中的有机物较脱墨污泥稍难热解,且随着絮凝剂用量的增加,热解难度会增加。但是絮凝法处理含油墨废水所产生的污泥量占浮选脱墨污泥8%以下,与焚烧相关的元素含量及发热量测定结果显示其与浮选脱墨污泥也相近,不会对污泥处理系统带来太大的冲击负荷。絮凝污泥完全可以并入企业现有污泥焚烧系统进行消减进行热能回收。"
2004,影响水基油墨分散因素的研究--《合肥工业大学学报(自然科学版)》,水基油墨 分散效果 表面张力 黏度,"文章通过实验研究考察影响水墨分散的因素,结果表明水基油墨的分散效果是获得水墨理想的光泽、着色力及遮盖力等性能的关键,水墨分散的质量主要依赖于体系中分散树脂和颜料自身的特性及其相互作用的程度,其中,颜基比在较大程度上影响水溶性聚合物对颜料的分散效果。实验还证明了润湿分散剂和助溶剂能改变体系的表面张力和润湿性能,从而提高体系的分散性能。另外,水墨分散的温度也是影响分散效果的重要因素。"
2010,水基油墨印刷纸脱墨中表面活性剂与酶的协同作用--《华东纸业》,纤维素酶 表面活性剂 脱墨剂 欧洲旧报纸,"分别采用十二烷基醚硫酸钠(SLES)、脂肪醇聚氧乙烯醚硫酸钠(AES)、聚山梨酯20(Tween-20)、十六烷基三甲基氯化铵(1631)以及纤维素酶、淀粉酶等生物酶对水基油墨印刷纸进行了脱墨实验,进一步分别探讨了上述四种表面活性剂与中性纤维素酶的协同脱墨效果。研究结果表明,在pH为6-7,浆的质量分数为5%,中性纤维素酶的用量为15 u/g,AES的用量为0.2%,55℃下脱墨处理15 min,脱墨浆的白度可提高5.2%ISO。"
2005,水基油墨光泽度机理研究--《今日印刷》,水性油墨 光泽度,"目前,全世界各行各业都在掀起一股""绿色革命""的浪潮,而包装印刷作为与人民群众生活紧密相关的行业也在不断受到冲击。传统的包装印刷采用的是溶剂型油墨,溶剂挥发后不仅造成空气污染,而且对人体产生致癌作用,在这种情况下水基油墨应运而生。"
2014,国外印刷电子产业发展概述--《影像科学与光化学》,印刷电子 有机柔性电子 印刷电子材料 印刷电子工艺装备 印刷电子产品 印刷电子产业,"近年来印刷电子有了快速发展,许多有关印刷电子的科研成果,已从实验室投入了生产,初步形成了印刷电子产业体系。本文介绍了应用于印刷电子的各类有机、无机材料及工艺装备,特别详细列举了各类印刷电子产品及其应用情况,这些印刷电子产品已开始进入人们日常生活的多个方面。虽然印刷电子产业尚处于发展初级阶段,市场不够成熟,但已显示出十分光明的发展前景。文中还指出政府机构的重视和支持是国外印刷电子产业发展的重要因素。"
2017,印刷电子发展回顾与展望--《科技导报》,印刷电子 柔性电子 无机纳米材料 物联网 绿色增材制造,"印刷电子技术作为一个新兴电子技术正在受到越来越广泛的关注。通过印刷方法制造的信息电子与光电子器件和系统具有大面积、柔性化、个性化、低成本、绿色环保等一系列优点。尽管印刷加工本身没有传统微纳米加工的高分辨率与高集成度,但上述优点足以使印刷电子在许多新应用领域发挥作用。本文对印刷电子定义、起源、发展历程及产业与技术现状进行了全面介绍,分析了印刷电子面临的挑战,并对印刷电子未来发展前景做了展望。"
2013,中国印刷电子产业现状与前景展望--《印制电路信息》,印刷电子技术 印刷光伏 印刷薄膜晶体管 印刷电路 印刷电子设备,"介绍了印刷电子的基本定义,印刷电子所涉及的产业领域,以及国外对印刷电子技术的研发投入情况。重点介绍了国内自2009年以来印刷电子的发展情况,特别是产业技术开发情况。分析了中国发展印刷电子产业的优势,并对未来印刷电子对中国一些产业领域的影响做了预测。"
2018,基于丝网印刷的印刷电子技术专利分析--《北京印刷学院学报》,印刷电子 丝网印刷 专利,"为了掌握全球印刷电子技术和有关印刷电子技术丝网印刷专利的情况,利用Goldfire Innovator软件中的Patent Collections,对全球印刷电子技术和有关印刷电子技术丝网印刷专利进行检索,并从专利发展趋势、地区分布、专利申请人、前引证等方面进行分析,得出两者全球专利现状以及核心专利。"
2018,印刷电子设备市场的最新创新--《印刷杂志》,印刷电子 设备 小型化 智能化,"近几年来,印刷电子市场需求的增长带来印刷量的增加,用于印刷电子生产的新设备也层出不穷。印刷电子市场的快速增长和高度商业化,使印刷电子设备制造商纷纷获益。CERADROP公司副总经理尼古拉·伯纳丁表示:""印刷电子技术是世界上发展最快的技术之一,目前已经实现了高度商业化。世界各地的研究实验室都在致力于"
2017,增材制造:印刷电子和3D打印技术--《科技导报》,增材制造 印刷电子 D打印 功能性材料 功能性油墨,"增材制造作为智能制造的一部分已经被科研及工业界广泛关注。印刷电子和3D打印是两个典型的增材制造技术案例。在锁定增材制造的前提下,本文着重介绍了这两项技术的工艺发展历史和现状;通过对电子和光电器件的可印刷结构和性能的综述,引申出对增材制造工艺和功能性材料进一步优化的实际需求。这一生产工艺和材料系统的同时优化和创新将最大限度地发挥增材制造优势,从而促进应用市场的开发,加速中国制造2025的进程。"
2013,导电油墨和印刷电子市场蓬勃发展--《印刷技术》,导电油墨 电子市场 印刷 应用市场 市场规模 经济危机 咨询公司 研发 新产品 预测值,"2008～2009年的经济危机几乎对所有行业造成冲击,甚至以研发为主推力的导电油墨和印刷电子市场也未能幸免。即使这样,我们还是欣喜地看到在导电油墨和印刷电子市场上仍有许多新公司成立,且各公司不断加大研发力度,并在2010年陆续推出新产品。2011年,这种趋势还在持续。据知名咨询公司IDTechEx预测:2026年,印刷电子市场规模将达到3000亿美元。即使市场规模仅达到预测值的一半,也意味着该领域具有巨大的市场商机。印刷电子成为导电油墨又一主要应用市场"
2016,印刷电子带给印刷行业的思考--《印刷杂志》,印刷电子 应用 柔性显示器 照明 传感器 光伏电池,"印刷电子就是基于印刷原理的电子生产技术,用印刷的技术与方法制造电子元器件,甚至整个电子系统。最常见的就是采用灵活、高效、快速的数字喷墨打印技术在基板材料上形成电路和图像。虽然印刷电子产业尚处于发展初级阶段,但随着科学技术的快速进步与发展,由印刷技术生产的电子产品将逐渐进入人们日常生活。我国现阶段对于电子"
2015,印刷电子装备套印精度控制技术研究进展--《北京印刷学院学报》,卷到卷凹版印刷 印刷电子 套印精度 测试技术 控制补偿,"套印精度是保证印刷电子性能的重要指标。国内有许多机构在研发印刷电子装备,但对其套印精度指标、测量方法及影响因素等缺乏系统研究。国外学者指出:印刷电子套印误差应控制在30μm以内。采用光电传感器及摄像系统可测量套印精度,采取张力控制等补偿措施能提高套印精度。研究表明:印刷电子装备的套印精度约为普通印刷机的10倍,普通印刷机无法实现印刷电子产品的生产。为满足印刷电子产品的电学性能,保证套印精度,应考虑承印材料的特性、机械变形及热变形、张力等。"
2015,金属纳米颗粒导电墨水的制备及其在印刷电子方面的应用--《化学进展》,印刷电子 金属纳米颗粒 导电墨水,"发展下一代柔性、低价和环境友好的印刷电子技术已取得大量的研究进展。印刷电子是基于印刷原理的电子制备技术,主要是将一些液体分散性好的或可溶性材料进行印刷图案化从而实现电子元器件的制备。印刷电子学涉及大量的基础学科问题,包括材料、设备、工艺与应用多方面的共性技术,但其关键技术之一在于制备环保、低成本的新型导电墨水。结合印刷电子基础与应用研究的发展现状,本文主要对金属纳米颗粒的合成及其导电墨水的制备与相关应用的最新研究进展进行了综述和讨论,并对其在传感器、薄膜晶体管(TFT)、太阳能电池及RFID等方面的最新应用进展进行了概述。"
2017,印刷电子  增材制造--《科技导报》,微电子工艺;功能性材料;一次成形;零污染;,"与传统微电子工艺相比,印刷电子为增材制造,致力于运用优化的图形印刷,使功能性材料在衬底上一次成形,无需后续减材成形。印刷电子增材制造将电路及功能性器件(如集成电路)同时印刷,免去了后续贴片工艺,大大简化了生产工艺,节省材料,近于零污染排放。同时,印刷电子增材制造可以达到大面积、高产速、低成本量产,其产品具有柔性、大面积功能化分布及廉价等诸多优势。这将开拓传统微电子无法企及的潜在应用市场。"
2014,纸电池和印刷电子--《中国材料进展》,纸电池;纳米材料技术;聚合物化学;领域交叉;印刷技术;物联网;读写距离;通信技术;温度传感器;丝网印刷;,"印刷电子是多学科、多技术领域交叉发展起来的新技术和新学科,它集不同印刷技术、纳米材料技术、传统硅基电子技术、电化学、有机/无机化学、聚合物化学等于一体。印刷电子工业是目前在全球范围内发展最迅速的新兴工业之一,与正在全球快速发展的物联网、云技术和通信技术产业有着不可分割的联系。印刷电子"
2018,基于TRIZ流分析的印刷电子试验平台研究--《北京印刷学院》,印刷电子 TRIZ流分析 线宽放大率 凹版胶印 橡皮滚筒,印刷电子技术是指基于印刷原理的电子技术具体来说就是利用传统与新型印刷技术制造电子器件与系统的科学与技术目前印刷电子技术趋向于向大面积化轻薄化柔性化透明化的柔性印刷电子技术方向发展柔性印刷电子技术的主要特征是衬底材料的柔性化可以通过印刷的方式在柔性衬底上直接制作电子器件实验室自行研制一台卷对卷柔性印刷电子试验台承印基材为PET和纸张等柔性材料因此本文就基于实验室现有的柔性印刷电子试验台运用TRIZ流分析的分析问题模型针对印刷电子试验台在印刷电子产品制备过程中存在的问题进行分析探究造成问题存在的因素并用TRIZ理论对印刷电子试验台进行改进设计解决试验台在印刷过程中存在的问题本文主要内容包括1建立基于TRIZ流分析的分析问题模型2运用TRIZ流分析的分析模型对印刷电子试验台的分析找出问题存在区域是印刷单元并针对印刷单元的凹版胶印系统进行二次流分析分析其中影响印刷线宽放大率的因素并找出影响因素的属性参数3运用TRIZ理论中的解决问题工具对凹版胶印印刷系统中的橡皮滚筒进行改进设计降低印刷线宽放大率改善印刷电子试验台中存在的问题4进行印刷导电线条正交试验探究各影响因素对印刷线条再现性与导电性的综合影响
